activity,duration,timestamp
Email,3544.0437332726365,2023-01-01 08:56:00
Email,1130.1758805951522,2023-01-01 08:57:00
Project Work,3325.6260149387535,2023-01-01 08:58:00
Deep Work,4452.387996823046,2023-01-01 08:59:00
Deep Work,5408.977673832961,2023-01-01 09:00:00
Deep Work,4110.901970745554,2023-01-01 09:01:00
Email,4281.326860701536,2023-01-01 09:02:00
Email,683.815013521829,2023-01-01 09:03:00
Email,4920.635254715986,2023-01-01 09:04:00
Project Work,484.9822859245569,2023-01-01 09:05:00
Project Work,3028.657159377632,2023-01-01 09:06:00
Meetings,6154.267165280585,2023-01-01 09:07:00
Meetings,5467.759729998265,2023-01-01 09:08:00
Meetings,1319.023460789691,2023-01-01 09:09:00
Project Work,6401.878908368289,2023-01-01 09:10:00
Meetings,3237.449086290491,2023-01-01 09:11:00
Email,1355.2922603008367,2023-01-01 09:12:00
Email,2125.697786234785,2023-01-01 09:13:00
Project Work,6419.822572316717,2023-01-01 09:14:00
Deep Work,2299.9928314718886,2023-01-01 09:15:00
Email,4868.39781597423,2023-01-01 09:16:00
Email,4258.220693543381,2023-01-01 09:17:00
Project Work,3151.7184663151693,2023-01-01 09:18:00
Email,2271.4268993299147,2023-01-01 09:19:00
Project Work,5923.339683654537,2023-01-01 09:20:00
Project Work,6541.231555324306,2023-01-01 09:21:00
Email,1121.7063021969939,2023-01-01 09:22:00
Project Work,5570.616050259472,2023-01-01 09:23:00
Meetings,6646.944616118917,2023-01-01 09:24:00
Meetings,5619.786123044737,2023-01-01 09:25:00
Project Work,3563.2141911233225,2023-01-01 09:26:00
Deep Work,2916.8310510863143,2023-01-01 09:27:00
Meetings,2465.440691863529,2023-01-01 09:28:00
Project Work,1181.3774815107595,2023-01-01 09:29:00
Email,483.5897540042562,2023-01-01 09:30:00
Email,2993.2931470054455,2023-01-01 09:31:00
Email,3680.5990622268237,2023-01-01 09:32:00
Project Work,4626.57808701126,2023-01-01 09:33:00
Deep Work,2885.9062842314347,2023-01-01 09:34:00
Meetings,2941.741091389254,2023-01-01 09:35:00
Project Work,5740.980589695761,2023-01-01 09:36:00
Deep Work,2917.089085686161,2023-01-01 09:37:00
Project Work,935.3112559095383,2023-01-01 09:38:00
Meetings,4078.4022912676282,2023-01-01 09:39:00
Deep Work,1631.4927194750653,2023-01-01 09:40:00
Project Work,2154.665915048434,2023-01-01 09:41:00
Email,5042.420222394848,2023-01-01 09:42:00
Project Work,6132.4618036235415,2023-01-01 09:43:00
Project Work,4288.814997035359,2023-01-01 09:44:00
Email,4034.4078672453884,2023-01-01 09:45:00
Project Work,6265.833986391678,2023-01-01 09:46:00
Meetings,5287.935986173032,2023-01-01 09:47:00
Deep Work,7153.215593727399,2023-01-01 09:48:00
Project Work,6229.119861131935,2023-01-01 09:49:00
Project Work,6284.662975321489,2023-01-01 09:50:00
Project Work,1157.7494609781938,2023-01-01 09:51:00
Project Work,3148.403991009254,2023-01-01 09:52:00
Project Work,3351.031614858595,2023-01-01 09:53:00
Email,1990.515443381467,2023-01-01 09:54:00
Project Work,5400.413595795905,2023-01-01 09:55:00
Project Work,775.7584027221878,2023-01-01 09:56:00
Meetings,3600.4638213493417,2023-01-01 09:57:00
Email,1540.832396216601,2023-01-01 09:58:00
Deep Work,3973.7709008380743,2023-01-01 09:59:00
Meetings,3510.6921454804765,2023-01-01 10:00:00
Project Work,6504.577584273542,2023-01-01 10:01:00
Meetings,4507.420673194418,2023-01-01 10:02:00
Email,1605.902789309315,2023-01-01 10:03:00
Project Work,6109.769992048804,2023-01-01 10:04:00
Deep Work,4730.399044852922,2023-01-01 10:05:00
Email,3737.912993449997,2023-01-01 10:06:00
Deep Work,1976.3408952624197,2023-01-01 10:07:00
Deep Work,394.82121780087954,2023-01-01 10:08:00
Email,3798.9970056410866,2023-01-01 10:09:00
Email,5399.145288357332,2023-01-01 10:10:00
Deep Work,5790.830681662073,2023-01-01 10:11:00
Project Work,3389.3129114109943,2023-01-01 10:12:00
Deep Work,4521.263375102778,2023-01-01 10:13:00
Email,6341.629840937679,2023-01-01 10:14:00
Deep Work,4953.375551980569,2023-01-01 10:15:00
Email,3049.368075703661,2023-01-01 10:16:00
Project Work,2463.1107231506803,2023-01-01 10:17:00
Deep Work,845.4802065899675,2023-01-01 10:18:00
Deep Work,4673.773155899995,2023-01-01 10:19:00
Project Work,2063.2511435968863,2023-01-01 10:20:00
Meetings,3005.98360692136,2023-01-01 10:21:00
Email,4374.005748828009,2023-01-01 10:22:00
Deep Work,5958.624564854809,2023-01-01 10:23:00
Email,4520.501851476981,2023-01-01 10:24:00
Project Work,556.9150550980116,2023-01-01 10:25:00
Deep Work,4212.577871294638,2023-01-01 10:26:00
Deep Work,1598.953229172935,2023-01-01 10:27:00
Email,4650.367221530531,2023-01-01 10:28:00
Project Work,2761.575024925927,2023-01-01 10:29:00
Email,2777.318415962796,2023-01-01 10:30:00
Deep Work,4675.283828925441,2023-01-01 10:31:00
Deep Work,6514.769759147183,2023-01-01 10:32:00
Meetings,3549.3210492467156,2023-01-01 10:33:00
Meetings,3970.6558550782443,2023-01-01 10:34:00
Email,6202.579676814026,2023-01-01 10:35:00
Meetings,4099.734477666381,2023-01-01 10:36:00
Deep Work,2002.9885642031272,2023-01-01 10:37:00
Deep Work,3504.0225148445797,2023-01-01 10:38:00
Deep Work,794.4609709787396,2023-01-01 10:39:00
Meetings,1834.5391638786955,2023-01-01 10:40:00
Meetings,4862.0389335234195,2023-01-01 10:41:00
Deep Work,853.7113217477828,2023-01-01 10:42:00
Meetings,5782.654253057532,2023-01-01 10:43:00
Email,954.2290195617513,2023-01-01 10:44:00
Meetings,5839.153146498631,2023-01-01 10:45:00
Project Work,871.7364402903845,2023-01-01 10:46:00
Email,6144.9916600965635,2023-01-01 10:47:00
Deep Work,5411.167569875236,2023-01-01 10:48:00
Meetings,3032.988733483815,2023-01-01 10:49:00
Project Work,2713.2338257844103,2023-01-01 10:50:00
Meetings,6643.2259338950225,2023-01-01 10:51:00
Email,3534.449479664581,2023-01-01 10:52:00
Email,4507.596351508004,2023-01-01 10:53:00
Project Work,7057.490422882532,2023-01-01 10:54:00
Email,6671.408449793965,2023-01-01 10:55:00
Email,630.5021813212038,2023-01-01 10:56:00
Project Work,4020.896931042096,2023-01-01 10:57:00
Email,3202.310176658072,2023-01-01 10:58:00
Project Work,887.6859061671436,2023-01-01 10:59:00
Deep Work,4932.944219981774,2023-01-01 11:00:00
Project Work,5760.318305080182,2023-01-01 11:01:00
Deep Work,812.126808044046,2023-01-01 11:02:00
Deep Work,3128.24945043645,2023-01-01 11:03:00
Project Work,4356.374071941423,2023-01-01 11:04:00
Meetings,1897.0809025187623,2023-01-01 11:05:00
Project Work,2050.0760386017746,2023-01-01 11:06:00
Email,4006.7755448023267,2023-01-01 11:07:00
Email,1142.3081120599022,2023-01-01 11:08:00
Meetings,4529.810866779293,2023-01-01 11:09:00
Project Work,1898.2549543122707,2023-01-01 11:10:00
Email,4465.3319298600445,2023-01-01 11:11:00
Meetings,3198.0194016490577,2023-01-01 11:12:00
Deep Work,7064.291375523327,2023-01-01 11:13:00
Email,3142.743660687753,2023-01-01 11:14:00
Email,1233.9816742283208,2023-01-01 11:15:00
Email,6312.861634480719,2023-01-01 11:16:00
Deep Work,3046.854650171013,2023-01-01 11:17:00
Email,5015.766059128971,2023-01-01 11:18:00
Meetings,5589.833497860477,2023-01-01 11:19:00
Deep Work,1298.0696740241933,2023-01-01 11:20:00
Deep Work,6320.758062432679,2023-01-01 11:21:00
Email,1619.989112748122,2023-01-01 11:22:00
Email,5155.347710444994,2023-01-01 11:23:00
Project Work,3416.91254174431,2023-01-01 11:24:00
Meetings,6579.987069890831,2023-01-01 11:25:00
Project Work,3326.9492251602633,2023-01-01 11:26:00
Email,3062.9708005362104,2023-01-01 11:27:00
Project Work,4500.655878540581,2023-01-01 11:28:00
Email,5014.171391003379,2023-01-01 11:29:00
Meetings,4164.323010493426,2023-01-01 11:30:00
Project Work,5034.319984927629,2023-01-01 11:31:00
Meetings,4457.970198118389,2023-01-01 11:32:00
Email,689.734073655284,2023-01-01 11:33:00
Project Work,5145.732441692456,2023-01-01 11:34:00
Email,3949.433828332865,2023-01-01 11:35:00
Deep Work,870.8414487014919,2023-01-01 11:36:00
Meetings,2526.6452248752303,2023-01-01 11:37:00
Meetings,3750.2061157253884,2023-01-01 11:38:00
Email,3637.0988758285753,2023-01-01 11:39:00
Meetings,2485.905102896204,2023-01-01 11:40:00
Project Work,4877.39382575496,2023-01-01 11:41:00
Email,3028.146266878097,2023-01-01 11:42:00
Meetings,5943.824383515816,2023-01-01 11:43:00
Deep Work,2657.6523867814726,2023-01-01 11:44:00
Meetings,3180.271308583694,2023-01-01 11:45:00
Email,5719.657683248025,2023-01-01 11:46:00
Email,5750.667478947972,2023-01-01 11:47:00
Deep Work,1955.8550536752234,2023-01-01 11:48:00
Email,5807.693323028614,2023-01-01 11:49:00
Email,1557.9873889906512,2023-01-01 11:50:00
Email,6630.4697652624955,2023-01-01 11:51:00
Meetings,6601.074817984027,2023-01-01 11:52:00
Email,4293.377027407637,2023-01-01 11:53:00
Deep Work,3720.5506021492056,2023-01-01 11:54:00
Deep Work,6672.522333210593,2023-01-01 11:55:00
Email,3682.6002058828676,2023-01-01 11:56:00
Deep Work,4249.360831938016,2023-01-01 11:57:00
Meetings,6535.322808347172,2023-01-01 11:58:00
Email,1182.913137346049,2023-01-01 11:59:00
Email,1274.6611451830831,2023-01-01 12:00:00
Meetings,7173.84988025466,2023-01-01 12:01:00
Email,6128.091513043781,2023-01-01 12:02:00
Email,6639.822206333827,2023-01-01 12:03:00
Deep Work,4212.473970690806,2023-01-01 12:04:00
Deep Work,5288.025687644327,2023-01-01 12:05:00
Email,6722.229809321555,2023-01-01 12:06:00
Meetings,2084.245294615375,2023-01-01 12:07:00
Project Work,4518.601221602264,2023-01-01 12:08:00
Project Work,3209.4234770606427,2023-01-01 12:09:00
Meetings,1285.6128888054482,2023-01-01 12:10:00
Project Work,3807.648396969618,2023-01-01 12:11:00
Deep Work,1559.6697900596255,2023-01-01 12:12:00
Project Work,6545.000716329195,2023-01-01 12:13:00
Project Work,4509.15575665077,2023-01-01 12:14:00
Meetings,2204.116114169173,2023-01-01 12:15:00
Deep Work,3822.8766892597005,2023-01-01 12:16:00
Email,2761.376343691118,2023-01-01 12:17:00
Project Work,2656.750573822104,2023-01-01 12:18:00
Email,7105.409443442553,2023-01-01 12:19:00
Meetings,582.8163461313077,2023-01-01 12:20:00
Email,4379.21839766346,2023-01-01 12:21:00
Deep Work,6759.307543290377,2023-01-01 12:22:00
Deep Work,1282.4858408813575,2023-01-01 12:23:00
Email,5330.81566350158,2023-01-01 12:24:00
Deep Work,529.493757616571,2023-01-01 12:25:00
Deep Work,3928.5065189087236,2023-01-01 12:26:00
Project Work,503.7454797936192,2023-01-01 12:27:00
Email,5080.148227521559,2023-01-01 12:28:00
Email,4582.55528332966,2023-01-01 12:29:00
Meetings,2115.6287569573633,2023-01-01 12:30:00
Email,6534.278101109229,2023-01-01 12:31:00
Meetings,2703.5639605133615,2023-01-01 12:32:00
Project Work,4133.737529816163,2023-01-01 12:33:00
Deep Work,6884.1130906730405,2023-01-01 12:34:00
Deep Work,585.8510015057961,2023-01-01 12:35:00
Project Work,2900.3893669307854,2023-01-01 12:36:00
Deep Work,3091.525834496474,2023-01-01 12:37:00
Email,1920.8394718059697,2023-01-01 12:38:00
Deep Work,815.4237742271183,2023-01-01 12:39:00
Deep Work,3022.3555671423564,2023-01-01 12:40:00
Project Work,6450.588328209969,2023-01-01 12:41:00
Email,6673.8062180945,2023-01-01 12:42:00
Project Work,5276.795401479012,2023-01-01 12:43:00
Meetings,4049.0993125978216,2023-01-01 12:44:00
Email,6993.9448969897285,2023-01-01 12:45:00
Project Work,1971.5729715721427,2023-01-01 12:46:00
Deep Work,4728.261511157116,2023-01-01 12:47:00
Email,7018.4976395172735,2023-01-01 12:48:00
Project Work,516.3473995004742,2023-01-01 12:49:00
Meetings,1369.8554021147945,2023-01-01 12:50:00
Meetings,6226.258722176807,2023-01-01 12:51:00
Meetings,4280.549207842861,2023-01-01 12:52:00
Meetings,4477.948170049465,2023-01-01 12:53:00
Project Work,5884.979637937783,2023-01-01 12:54:00
Email,1070.6339573654293,2023-01-01 12:55:00
Email,1460.2104149357933,2023-01-01 12:56:00
Email,4647.923961691076,2023-01-01 12:57:00
Project Work,1098.6160738634176,2023-01-01 12:58:00
Deep Work,743.0884870709818,2023-01-01 12:59:00
Email,2452.7117128914792,2023-01-01 13:00:00
Deep Work,2700.63738066815,2023-01-01 13:01:00
Email,4426.592969650777,2023-01-01 13:02:00
Deep Work,4245.324644427728,2023-01-01 13:03:00
Meetings,2193.4319599519863,2023-01-01 13:04:00
Email,2145.330584455235,2023-01-01 13:05:00
Deep Work,2948.5504649472755,2023-01-01 13:06:00
Project Work,2101.8910110642546,2023-01-01 13:07:00
Deep Work,2917.103505233003,2023-01-01 13:08:00
Email,5692.966954511655,2023-01-01 13:09:00
Meetings,2648.9574739615337,2023-01-01 13:10:00
Deep Work,3659.7447567162176,2023-01-01 13:11:00
Email,3538.3584081451622,2023-01-01 13:12:00
Deep Work,2675.7490561344903,2023-01-01 13:13:00
Deep Work,2025.4147710269797,2023-01-01 13:14:00
Deep Work,4297.469216065823,2023-01-01 13:15:00
Deep Work,1335.5101260873153,2023-01-01 13:16:00
Meetings,3565.275207702662,2023-01-01 13:17:00
Meetings,1817.2256722811262,2023-01-01 13:18:00
Project Work,1539.235973496794,2023-01-01 13:19:00
Meetings,3086.679265750367,2023-01-01 13:20:00
Email,2398.1105468023848,2023-01-01 13:21:00
Email,605.3433692305757,2023-01-01 13:22:00
Project Work,3925.4461563693944,2023-01-01 13:23:00
Meetings,1376.8999547602875,2023-01-01 13:24:00
Meetings,6793.718432371941,2023-01-01 13:25:00
Project Work,4487.222951217032,2023-01-01 13:26:00
Deep Work,1149.3863822405672,2023-01-01 13:27:00
Email,6077.286021135369,2023-01-01 13:28:00
Project Work,1473.7811950507457,2023-01-01 13:29:00
Project Work,6409.178118853721,2023-01-01 13:30:00
Deep Work,6058.554633497597,2023-01-01 13:31:00
Email,4366.57659398055,2023-01-01 13:32:00
Meetings,3549.302023880451,2023-01-01 13:33:00
Email,997.0974392792625,2023-01-01 13:34:00
Email,3914.2921779769417,2023-01-01 13:35:00
Email,2353.340618717397,2023-01-01 13:36:00
Deep Work,6320.983387796248,2023-01-01 13:37:00
Email,2547.592805556224,2023-01-01 13:38:00
Deep Work,1860.6760787633455,2023-01-01 13:39:00
Email,6057.0042816052965,2023-01-01 13:40:00
Email,2668.922070193029,2023-01-01 13:41:00
Project Work,7155.289962816318,2023-01-01 13:42:00
Email,1174.9042760525608,2023-01-01 13:43:00
Project Work,1870.696589916709,2023-01-01 13:44:00
Email,2401.674625733277,2023-01-01 13:45:00
Meetings,7112.787386678824,2023-01-01 13:46:00
Meetings,2307.719953621885,2023-01-01 13:47:00
Deep Work,6051.904367167703,2023-01-01 13:48:00
Email,3893.560540017645,2023-01-01 13:49:00
Deep Work,4239.747214034121,2023-01-01 13:50:00
Deep Work,1874.8994834718828,2023-01-01 13:51:00
Meetings,6903.339680657686,2023-01-01 13:52:00
Deep Work,2506.702215423486,2023-01-01 13:53:00
Meetings,941.303472861661,2023-01-01 13:54:00
Meetings,6608.541305251373,2023-01-01 13:55:00
Project Work,2261.3468128045015,2023-01-01 13:56:00
Email,2707.016864757868,2023-01-01 13:57:00
Meetings,6461.750660367911,2023-01-01 13:58:00
Meetings,622.1576656396542,2023-01-01 13:59:00
Project Work,5542.523237307452,2023-01-01 14:00:00
Project Work,753.7765685222029,2023-01-01 14:01:00
Deep Work,5139.641115121656,2023-01-01 14:02:00
Meetings,2613.722779654562,2023-01-01 14:03:00
Project Work,904.7827749807459,2023-01-01 14:04:00
Meetings,1349.8652850847263,2023-01-01 14:05:00
Deep Work,5821.013017690028,2023-01-01 14:06:00
Meetings,6626.425827106495,2023-01-01 14:07:00
Meetings,5913.3770567818865,2023-01-01 14:08:00
Deep Work,2573.6920671699772,2023-01-01 14:09:00
Deep Work,2282.895373565467,2023-01-01 14:10:00
Deep Work,1765.9553807060915,2023-01-01 14:11:00
Deep Work,1603.7252177228625,2023-01-01 14:12:00
Email,920.1497867920662,2023-01-01 14:13:00
Meetings,3965.0616280553154,2023-01-01 14:14:00
Deep Work,3587.485853100947,2023-01-01 14:15:00
Deep Work,804.2630998901134,2023-01-01 14:16:00
Project Work,5165.223978121764,2023-01-01 14:17:00
Email,6734.498816148882,2023-01-01 14:18:00
Meetings,5187.308168851139,2023-01-01 14:19:00
Deep Work,4448.680799232829,2023-01-01 14:20:00
Deep Work,418.7229983332179,2023-01-01 14:21:00
Deep Work,4834.511924933735,2023-01-01 14:22:00
Project Work,2144.8785767158897,2023-01-01 14:23:00
Email,3914.126151847874,2023-01-01 14:24:00
Meetings,4983.399987334255,2023-01-01 14:25:00
Deep Work,3201.4853563467123,2023-01-01 14:26:00
Meetings,4240.899567360844,2023-01-01 14:27:00
Project Work,1770.630917048296,2023-01-01 14:28:00
Email,6188.24270590421,2023-01-01 14:29:00
Deep Work,7104.124720621187,2023-01-01 14:30:00
Meetings,1034.6103261411115,2023-01-01 14:31:00
Email,3952.0943168116087,2023-01-01 14:32:00
Project Work,1693.2267905849412,2023-01-01 14:33:00
Meetings,1202.418023534198,2023-01-01 14:34:00
Meetings,7083.397071804499,2023-01-01 14:35:00
Meetings,6929.52177344512,2023-01-01 14:36:00
Project Work,1441.7792905408262,2023-01-01 14:37:00
Email,5960.197866554629,2023-01-01 14:38:00
Project Work,5760.528000224055,2023-01-01 14:39:00
Deep Work,1797.152362506743,2023-01-01 14:40:00
Email,6153.293166824814,2023-01-01 14:41:00
Meetings,5429.725097671158,2023-01-01 14:42:00
Email,5508.3955054627795,2023-01-01 14:43:00
Project Work,3984.124190525512,2023-01-01 14:44:00
Project Work,5016.4980165582765,2023-01-01 14:45:00
Email,4824.6630642445825,2023-01-01 14:46:00
Email,2980.6470651243403,2023-01-01 14:47:00
Email,5359.3976452333645,2023-01-01 14:48:00
Email,6445.552427863153,2023-01-01 14:49:00
Email,3246.9632235764957,2023-01-01 14:50:00
Deep Work,1924.134287483344,2023-01-01 14:51:00
Project Work,5659.802383245333,2023-01-01 14:52:00
Meetings,1980.8071489889492,2023-01-01 14:53:00
Email,3398.4027468123386,2023-01-01 14:54:00
Project Work,1837.2409122758943,2023-01-01 14:55:00
Project Work,4727.842847143248,2023-01-01 14:56:00
Project Work,4266.789620063739,2023-01-01 14:57:00
Deep Work,6694.5968863197795,2023-01-01 14:58:00
Meetings,4550.248285922012,2023-01-01 14:59:00
Meetings,3288.12720209797,2023-01-01 15:00:00
Project Work,5176.457736460809,2023-01-01 15:01:00
Email,2519.9435775628745,2023-01-01 15:02:00
Project Work,2532.2485013747723,2023-01-01 15:03:00
Deep Work,6858.923803237773,2023-01-01 15:04:00
Email,1062.731396218459,2023-01-01 15:05:00
Email,7092.534379092131,2023-01-01 15:06:00
Email,756.0135832777597,2023-01-01 15:07:00
Email,3833.991215434849,2023-01-01 15:08:00
Project Work,883.7902698143814,2023-01-01 15:09:00
Deep Work,2849.5567402067427,2023-01-01 15:10:00
Deep Work,6883.180083258217,2023-01-01 15:11:00
Project Work,2690.2246352967586,2023-01-01 15:12:00
Email,7014.414576178793,2023-01-01 15:13:00
Deep Work,6619.339956905244,2023-01-01 15:14:00
Meetings,2926.9692804313536,2023-01-01 15:15:00
Deep Work,5726.828681748119,2023-01-01 15:16:00
Meetings,1301.9963452298489,2023-01-01 15:17:00
Meetings,861.3270479236878,2023-01-01 15:18:00
Meetings,2634.086706367723,2023-01-01 15:19:00
Project Work,2194.6418398490587,2023-01-01 15:20:00
Meetings,1375.998003034055,2023-01-01 15:21:00
Deep Work,1146.4952936029508,2023-01-01 15:22:00
Project Work,1811.5656511258367,2023-01-01 15:23:00
Deep Work,513.6770830450689,2023-01-01 15:24:00
Meetings,5915.360488854172,2023-01-01 15:25:00
Meetings,4162.595278598026,2023-01-01 15:26:00
Project Work,808.8585595681353,2023-01-01 15:27:00
Project Work,4683.586767596902,2023-01-01 15:28:00
Project Work,3526.525933015541,2023-01-01 15:29:00
Email,5884.580702039593,2023-01-01 15:30:00
Email,4408.527385289477,2023-01-01 15:31:00
Project Work,2160.430409209779,2023-01-01 15:32:00
Deep Work,2201.285634801954,2023-01-01 15:33:00
Project Work,445.00154267611344,2023-01-01 15:34:00
Meetings,6154.846326801791,2023-01-01 15:35:00
Deep Work,6548.373348861323,2023-01-01 15:36:00
Meetings,6462.8507552131105,2023-01-01 15:37:00
Meetings,1593.801576711863,2023-01-01 15:38:00
Email,4632.735992740846,2023-01-01 15:39:00
Deep Work,4321.815025467046,2023-01-01 15:40:00
Email,6312.1037761670805,2023-01-01 15:41:00
Email,5054.480382385376,2023-01-01 15:42:00
Email,2718.064033749199,2023-01-01 15:43:00
Email,2940.3717835764805,2023-01-01 15:44:00
Meetings,5288.482362776347,2023-01-01 15:45:00
Email,7016.397028978398,2023-01-01 15:46:00
Email,2958.8589478847784,2023-01-01 15:47:00
Deep Work,7099.668957749616,2023-01-01 15:48:00
Meetings,1921.3207485484609,2023-01-01 15:49:00
Deep Work,995.4740906055548,2023-01-01 15:50:00
Deep Work,4979.06706804734,2023-01-01 15:51:00
Meetings,4847.553841873881,2023-01-01 15:52:00
Email,1410.1932661420424,2023-01-01 15:53:00
Email,6694.917691336691,2023-01-01 15:54:00
Email,598.9246270502131,2023-01-01 15:55:00
Meetings,328.4311445621218,2023-01-01 15:56:00
Project Work,6004.788670235635,2023-01-01 15:57:00
Email,1971.8688109681743,2023-01-01 15:58:00
Meetings,487.8210517347163,2023-01-01 15:59:00
Email,910.6086359559723,2023-01-01 16:00:00
Email,943.996891738675,2023-01-01 16:01:00
Deep Work,6647.910823487155,2023-01-01 16:02:00
Email,3994.235430290469,2023-01-01 16:03:00
Email,5262.595029592799,2023-01-01 16:04:00
Project Work,6152.683651414443,2023-01-01 16:05:00
Email,3971.1994068053878,2023-01-01 16:06:00
Meetings,6130.658345059953,2023-01-01 16:07:00
Deep Work,7118.01853710906,2023-01-01 16:08:00
Meetings,7074.867528787733,2023-01-01 16:09:00
Deep Work,4937.878602890493,2023-01-01 16:10:00
Project Work,3083.3521847221923,2023-01-01 16:11:00
Deep Work,1123.1662065491316,2023-01-01 16:12:00
Email,2506.829763149374,2023-01-01 16:13:00
Project Work,5091.6626984138,2023-01-01 16:14:00
Email,3925.3479710021234,2023-01-01 16:15:00
Meetings,1152.5637461103652,2023-01-01 16:16:00
Deep Work,4814.242537998574,2023-01-01 16:17:00
Meetings,2755.650518544815,2023-01-01 16:18:00
Deep Work,2308.3480112708976,2023-01-01 16:19:00
Deep Work,3976.784634204537,2023-01-01 16:20:00
Deep Work,7044.674169192536,2023-01-01 16:21:00
Email,1858.2677647924224,2023-01-01 16:22:00
Project Work,4205.300894304295,2023-01-01 16:23:00
Deep Work,2936.641995514541,2023-01-01 16:24:00
Email,5670.13018381123,2023-01-01 16:25:00
Meetings,6926.8390113428695,2023-01-01 16:26:00
Project Work,4542.962717231642,2023-01-01 16:27:00
Deep Work,4351.204356261689,2023-01-01 16:28:00
Deep Work,7051.8757467249025,2023-01-01 16:29:00
Meetings,1743.0784902440967,2023-01-01 16:30:00
Meetings,2980.4758231195783,2023-01-01 16:31:00
Deep Work,3196.604138334797,2023-01-01 16:32:00
Project Work,4449.241110553883,2023-01-01 16:33:00
Meetings,5486.889436451255,2023-01-01 16:34:00
Project Work,1473.038760920407,2023-01-01 16:35:00
Deep Work,5987.515054493781,2023-01-01 16:36:00
Meetings,2487.32232552314,2023-01-01 16:37:00
Email,5956.94046712521,2023-01-01 16:38:00
Meetings,6280.11583994934,2023-01-01 16:39:00
