employee_id,timestamp,total_session_time,active_time,idle_time,active_percentage,devices_used,application_switches,task_completion_rate,ideal_time_category
EMP014,2024-11-12 23:17:07.099911,348,330,18,94.82758620689656,"Laptop, Mobile",11,0.5195578494115354,Non-Working Hours
EMP012,2024-11-14 23:19:07.099911,473,427,46,90.27484143763212,Laptop,12,0.6897088508706812,Non-Working Hours
EMP015,2024-11-14 16:44:07.099911,372,270,102,72.58064516129032,Laptop,12,0.5612484303757053,Core Working Hours
EMP002,2024-11-24 20:24:07.099911,343,312,31,90.96209912536445,Tablet,11,0.6186740657838685,Non-Working Hours
EMP007,2024-11-15 11:21:07.099911,447,383,64,85.68232662192393,Tablet,14,0.6945799796936236,Core Working Hours
EMP016,2024-11-18 15:50:07.099911,334,231,103,69.16167664670658,Desktop,16,0.8637231229669458,Core Working Hours
EMP019,2024-11-05 16:20:07.099911,222,143,79,64.41441441441441,"Mobile, Tablet",15,0.7834207599244494,Core Working Hours
EMP017,2024-11-07 23:45:07.099911,153,110,43,71.89542483660131,"Laptop, Desktop",6,0.5953113639609637,Non-Working Hours
EMP020,2024-11-28 05:51:07.099911,252,218,34,86.5079365079365,"Mobile, Tablet",13,0.5359275878233153,Non-Working Hours
EMP009,2024-11-16 08:04:07.099911,227,181,46,79.73568281938326,"Mobile, Laptop",16,0.9885379956822608,Flexible Working Hours
EMP005,2024-11-23 04:53:07.099911,324,197,127,60.80246913580248,"Mobile, Tablet",15,0.9429570839769364,Non-Working Hours
EMP007,2024-11-12 09:15:07.099911,277,231,46,83.39350180505414,"Tablet, Laptop",11,0.719671824754657,Core Working Hours
EMP004,2024-11-08 05:03:07.099911,124,120,4,96.7741935483871,Laptop,7,0.6046732154480373,Non-Working Hours
EMP017,2024-11-27 06:19:07.099911,223,177,46,79.37219730941703,"Mobile, Laptop",10,0.9647068473680268,Flexible Working Hours
EMP018,2024-11-15 12:44:07.099911,382,231,151,60.47120418848168,Desktop,2,0.7287812191067486,Non-Working Hours
EMP008,2024-11-05 02:31:07.099911,479,446,33,93.1106471816284,"Desktop, Tablet",11,0.7168156544668376,Non-Working Hours
EMP005,2024-11-28 07:02:07.099911,233,182,51,78.11158798283262,Desktop,5,0.6743831391749198,Flexible Working Hours
EMP017,2024-11-30 00:42:07.099911,15,10,5,66.66666666666666,Laptop,19,0.8167436304811575,Non-Working Hours
EMP006,2024-11-18 21:23:07.099911,256,212,44,82.8125,Tablet,6,0.8241252422810201,Non-Working Hours
EMP008,2024-11-26 10:41:07.099911,367,292,75,79.56403269754769,"Laptop, Tablet",8,0.8670080694283491,Core Working Hours
EMP001,2024-11-08 08:33:07.099911,201,160,41,79.60199004975125,"Desktop, Tablet",16,0.6761936373904537,Flexible Working Hours
EMP001,2024-11-14 04:07:07.099911,24,19,5,79.16666666666666,Laptop,13,0.9720085395724264,Non-Working Hours
EMP018,2024-11-29 13:24:07.099911,393,244,149,62.08651399491095,"Tablet, Mobile",13,0.9470947327344962,Core Working Hours
EMP012,2024-11-15 02:50:07.099911,127,115,12,90.5511811023622,"Mobile, Desktop",10,0.8655179271133076,Non-Working Hours
EMP016,2024-11-15 06:03:07.099911,212,193,19,91.0377358490566,Mobile,10,0.8822123482121946,Flexible Working Hours
EMP014,2024-11-04 13:32:07.099911,18,14,4,77.77777777777779,Tablet,5,0.9679860942981232,Core Working Hours
EMP012,2024-11-17 00:45:07.099911,176,163,13,92.61363636363636,Tablet,8,0.927449388171412,Non-Working Hours
EMP014,2024-11-30 07:26:07.099911,448,351,97,78.34821428571429,"Mobile, Desktop",3,0.5427721996771975,Flexible Working Hours
EMP019,2024-11-19 03:01:07.099911,406,285,121,70.19704433497537,"Laptop, Tablet",13,0.6022001899510621,Non-Working Hours
EMP006,2024-11-01 12:37:07.099911,443,291,152,65.68848758465012,"Mobile, Laptop",13,0.8438937349125437,Non-Working Hours
EMP002,2024-11-26 03:23:07.099911,479,460,19,96.03340292275574,"Laptop, Mobile",4,0.6627928381063972,Non-Working Hours
EMP004,2024-11-25 15:08:07.099911,399,268,131,67.16791979949875,Tablet,17,0.523906388628389,Core Working Hours
EMP002,2024-11-14 20:39:07.099911,467,302,165,64.66809421841542,Laptop,11,0.671455928445986,Non-Working Hours
EMP004,2024-11-05 18:14:07.099911,229,161,68,70.3056768558952,"Tablet, Desktop",15,0.9035134065085088,Flexible Working Hours
EMP004,2024-11-29 10:21:07.099911,102,98,4,96.07843137254902,"Laptop, Mobile",2,0.8250728326631883,Core Working Hours
EMP013,2024-11-15 15:57:07.099911,155,142,13,91.61290322580643,Desktop,8,0.5255249548614541,Core Working Hours
EMP018,2024-11-13 13:27:07.099911,163,144,19,88.34355828220859,"Laptop, Tablet",18,0.929589221529695,Core Working Hours
EMP018,2024-11-24 13:24:07.099911,286,229,57,80.06993006993007,Desktop,8,0.8268563443031065,Core Working Hours
EMP015,2024-11-01 17:54:07.099911,202,148,54,73.26732673267327,"Mobile, Laptop",12,0.5809963157746104,Flexible Working Hours
EMP004,2024-11-19 15:11:07.099911,217,141,76,64.97695852534562,Tablet,11,0.5778047832160259,Core Working Hours
EMP003,2024-11-12 03:57:07.099911,319,202,117,63.322884012539184,Desktop,16,0.5095914518952085,Non-Working Hours
EMP004,2024-11-09 22:35:07.099911,281,246,35,87.54448398576513,"Mobile, Tablet",14,0.8425406704228391,Non-Working Hours
EMP009,2024-11-23 17:32:07.099911,174,167,7,95.97701149425288,"Mobile, Laptop",1,0.5567583742882206,Flexible Working Hours
EMP003,2024-11-29 17:54:07.099911,218,178,40,81.65137614678899,"Desktop, Laptop",7,0.6976482429146396,Flexible Working Hours
EMP011,2024-11-05 02:12:07.099911,467,446,21,95.50321199143468,Desktop,14,0.672291639224941,Non-Working Hours
EMP018,2024-11-02 13:20:07.099911,291,249,42,85.56701030927834,Laptop,8,0.951615353351072,Core Working Hours
EMP012,2024-11-23 20:12:07.099911,260,215,45,82.6923076923077,Laptop,16,0.7138932437740687,Non-Working Hours
EMP020,2024-11-14 21:12:07.099911,150,138,12,92.0,"Laptop, Desktop",18,0.8329450061269693,Non-Working Hours
EMP011,2024-11-15 17:52:07.099911,266,159,107,59.77443609022557,"Laptop, Tablet",16,0.9974835962476212,Flexible Working Hours
EMP006,2024-11-22 09:00:07.099911,330,302,28,91.51515151515152,Tablet,19,0.5372555475018337,Core Working Hours
EMP009,2024-11-10 12:05:07.099911,222,210,12,94.5945945945946,"Mobile, Desktop",7,0.7692996133741015,Non-Working Hours
EMP017,2024-11-11 16:04:07.099911,363,265,98,73.00275482093664,"Mobile, Desktop",1,0.559172975609212,Core Working Hours
EMP011,2024-11-01 14:27:07.099911,233,220,13,94.4206008583691,"Desktop, Tablet",2,0.5777105120862698,Core Working Hours
EMP005,2024-11-23 23:58:07.099911,191,152,39,79.58115183246073,Mobile,16,0.5732884179855904,Non-Working Hours
EMP012,2024-11-11 07:26:07.099911,147,132,15,89.79591836734694,Tablet,9,0.8417524869305781,Flexible Working Hours
EMP005,2024-11-22 06:25:07.099911,194,121,73,62.37113402061856,Desktop,13,0.6846072396718854,Flexible Working Hours
EMP019,2024-11-23 20:52:07.099911,396,290,106,73.23232323232324,Laptop,10,0.8047871284370686,Non-Working Hours
EMP001,2024-11-11 06:51:07.099911,471,355,116,75.3715498938429,"Tablet, Mobile",18,0.905873322279382,Flexible Working Hours
EMP008,2024-11-02 23:56:07.099911,469,391,78,83.36886993603412,"Tablet, Mobile",19,0.7488797666092126,Non-Working Hours
EMP009,2024-11-07 22:56:07.099911,444,303,141,68.24324324324324,Desktop,8,0.8576657153309999,Non-Working Hours
EMP003,2024-11-01 10:20:07.099911,132,118,14,89.39393939393939,"Desktop, Laptop",19,0.8431521995058509,Core Working Hours
EMP018,2024-11-03 19:57:07.099911,445,410,35,92.13483146067416,"Laptop, Mobile",6,0.7205870510378766,Flexible Working Hours
EMP015,2024-11-03 01:44:07.099911,393,286,107,72.7735368956743,"Tablet, Mobile",3,0.750140870193145,Non-Working Hours
EMP011,2024-11-08 10:11:07.099911,331,254,77,76.73716012084593,"Laptop, Tablet",8,0.7247053957634824,Core Working Hours
EMP002,2024-11-23 23:46:07.099911,228,153,75,67.10526315789474,"Laptop, Desktop",10,0.8480026361638344,Non-Working Hours
EMP005,2024-11-09 03:38:07.099911,164,120,44,73.17073170731707,"Desktop, Laptop",6,0.5847744516463312,Non-Working Hours
EMP002,2024-11-12 03:49:07.099911,197,144,53,73.09644670050761,Tablet,12,0.6090604013277825,Non-Working Hours
EMP020,2024-11-13 19:57:07.099911,120,83,37,69.16666666666667,Desktop,2,0.6748611770985222,Flexible Working Hours
EMP019,2024-11-17 14:32:07.099911,416,306,110,73.5576923076923,"Desktop, Laptop",8,0.9012347003175486,Core Working Hours
EMP008,2024-11-14 14:59:07.099911,357,231,126,64.70588235294117,"Laptop, Tablet",2,0.995308928288797,Core Working Hours
EMP001,2024-11-11 10:42:07.099911,93,61,32,65.59139784946237,"Tablet, Mobile",15,0.7717608570650262,Core Working Hours
EMP001,2024-11-11 02:19:07.099911,245,183,62,74.6938775510204,Laptop,15,0.5160386543246349,Non-Working Hours
EMP010,2024-11-07 06:09:07.099911,40,26,14,65.0,Laptop,19,0.8263239177381623,Flexible Working Hours
EMP007,2024-11-05 10:33:07.099911,159,121,38,76.10062893081762,Mobile,15,0.9749126425638884,Core Working Hours
EMP007,2024-11-04 18:14:07.099911,454,366,88,80.61674008810573,"Laptop, Desktop",4,0.7878715630231795,Flexible Working Hours
EMP001,2024-11-29 02:34:07.099911,374,291,83,77.80748663101605,"Mobile, Desktop",7,0.7997557961051099,Non-Working Hours
EMP016,2024-11-04 22:52:07.099911,395,287,108,72.65822784810126,Desktop,5,0.995236758463373,Non-Working Hours
EMP017,2024-11-08 06:19:07.099911,199,120,79,60.30150753768844,Desktop,9,0.8390478377253132,Flexible Working Hours
EMP020,2024-11-25 06:55:07.099911,464,420,44,90.51724137931036,Tablet,7,0.739353722062688,Flexible Working Hours
EMP013,2024-11-16 20:13:07.099911,172,136,36,79.06976744186046,Mobile,16,0.7999786205880784,Non-Working Hours
EMP007,2024-11-08 19:49:07.099911,35,21,14,60.0,Mobile,9,0.7672964537250653,Flexible Working Hours
EMP019,2024-11-10 18:18:07.099911,285,199,86,69.82456140350877,Laptop,13,0.8047489605152547,Flexible Working Hours
EMP007,2024-11-12 19:18:07.099911,79,54,25,68.35443037974683,"Tablet, Laptop",11,0.5313698681433682,Flexible Working Hours
EMP008,2024-11-05 04:49:07.099911,346,247,99,71.38728323699422,Desktop,19,0.8739596400826493,Non-Working Hours
EMP017,2024-11-16 02:19:07.099911,362,255,107,70.44198895027624,Tablet,7,0.5957195558251109,Non-Working Hours
EMP012,2024-11-05 18:01:07.099911,380,271,109,71.3157894736842,"Tablet, Mobile",5,0.8953023467255516,Flexible Working Hours
EMP014,2024-11-19 21:17:07.099911,312,187,125,59.93589743589743,"Mobile, Laptop",9,0.8883712915100164,Non-Working Hours
EMP015,2024-11-06 16:47:07.099911,15,12,3,80.0,Mobile,9,0.6051849114829021,Core Working Hours
EMP003,2024-11-15 11:35:07.099911,243,214,29,88.06584362139918,Tablet,4,0.8944106191377372,Core Working Hours
EMP006,2024-11-01 03:49:07.099911,68,46,22,67.64705882352942,Desktop,13,0.9153036000564342,Non-Working Hours
EMP005,2024-11-04 01:55:07.099911,354,248,106,70.05649717514125,Mobile,17,0.7398941265946839,Non-Working Hours
EMP002,2024-11-24 06:21:07.099911,332,311,21,93.67469879518072,"Mobile, Desktop",13,0.670148812182029,Flexible Working Hours
EMP009,2024-11-22 03:53:07.099911,397,387,10,97.48110831234256,Tablet,8,0.853392102501854,Non-Working Hours
EMP009,2024-11-09 03:28:07.099911,424,309,115,72.87735849056604,"Laptop, Desktop",11,0.9090168614525764,Non-Working Hours
EMP008,2024-11-04 12:34:07.099911,124,110,14,88.70967741935483,"Mobile, Tablet",8,0.9442332692665656,Non-Working Hours
EMP014,2024-11-13 18:52:07.099911,391,388,3,99.23273657289002,Mobile,17,0.5314627847013752,Flexible Working Hours
EMP008,2024-11-14 15:46:07.099911,187,149,38,79.67914438502673,"Mobile, Tablet",17,0.6049552733347929,Core Working Hours
EMP003,2024-11-28 09:28:07.099911,315,193,122,61.26984126984127,"Mobile, Tablet",5,0.5455549238556532,Core Working Hours
EMP019,2024-11-05 10:46:07.099911,241,210,31,87.13692946058092,"Mobile, Laptop",14,0.8070995910468912,Core Working Hours
EMP002,2024-11-20 18:01:07.099911,469,289,180,61.62046908315565,Desktop,3,0.809574412289271,Flexible Working Hours
EMP006,2024-11-11 12:54:07.099911,409,287,122,70.17114914425427,Mobile,12,0.5403062863720982,Non-Working Hours
EMP006,2024-11-07 04:29:07.099911,455,278,177,61.0989010989011,"Tablet, Mobile",17,0.5491845252254091,Non-Working Hours
EMP015,2024-11-25 08:41:07.099911,271,234,37,86.34686346863468,"Mobile, Laptop",9,0.7815559658712896,Flexible Working Hours
EMP013,2024-11-12 00:01:07.099911,19,13,6,68.42105263157895,"Tablet, Laptop",14,0.6002007146167339,Non-Working Hours
EMP014,2024-11-16 13:40:07.099911,95,66,29,69.47368421052632,"Tablet, Laptop",1,0.5290852043024775,Core Working Hours
EMP010,2024-11-30 09:31:07.099911,240,152,88,63.33333333333333,Laptop,18,0.5674949724583804,Core Working Hours
EMP003,2024-11-11 15:06:07.099911,448,313,135,69.86607142857143,Mobile,10,0.5549529234435142,Core Working Hours
EMP012,2024-11-16 11:55:07.099911,28,25,3,89.28571428571429,"Mobile, Tablet",3,0.6590136599921195,Core Working Hours
EMP011,2024-11-18 03:58:07.099911,138,122,16,88.40579710144928,Mobile,13,0.943475995822351,Non-Working Hours
EMP004,2024-11-18 06:16:07.099911,269,216,53,80.29739776951673,"Tablet, Laptop",13,0.801903143167144,Flexible Working Hours
EMP004,2024-11-21 14:00:07.099911,191,140,51,73.29842931937172,"Mobile, Laptop",15,0.7960298702887283,Core Working Hours
EMP008,2024-11-30 12:11:07.099911,425,285,140,67.05882352941175,"Tablet, Laptop",16,0.6479380478363052,Non-Working Hours
EMP017,2024-11-17 21:52:07.099911,202,146,56,72.27722772277228,"Tablet, Mobile",5,0.5289250836512845,Non-Working Hours
EMP005,2024-11-05 18:03:07.099911,225,214,11,95.11111111111111,"Desktop, Tablet",17,0.9508974570240164,Flexible Working Hours
EMP019,2024-11-04 15:26:07.099911,112,89,23,79.46428571428571,Laptop,3,0.5654162359972685,Core Working Hours
EMP019,2024-11-28 05:43:07.099911,397,261,136,65.74307304785894,"Desktop, Laptop",9,0.856810705614446,Non-Working Hours
EMP017,2024-11-08 16:15:07.099911,160,109,51,68.125,"Mobile, Tablet",11,0.6292719902770278,Core Working Hours
EMP010,2024-11-06 22:12:07.099911,89,78,11,87.64044943820225,"Desktop, Tablet",3,0.690754948775617,Non-Working Hours
EMP015,2024-11-08 16:12:07.099911,69,44,25,63.76811594202898,Tablet,1,0.9816651977140424,Core Working Hours
EMP016,2024-11-25 20:39:07.099911,59,45,14,76.27118644067797,Laptop,19,0.5667044881789864,Non-Working Hours
EMP005,2024-11-16 11:41:07.099911,75,47,28,62.66666666666667,"Laptop, Mobile",5,0.5387959197421615,Core Working Hours
EMP012,2024-11-29 09:31:07.099911,339,338,1,99.70501474926252,Desktop,5,0.9394606795025388,Core Working Hours
EMP015,2024-11-16 14:46:07.099911,188,115,73,61.17021276595744,"Desktop, Tablet",14,0.8913617046225852,Core Working Hours
EMP007,2024-11-03 22:58:07.099911,285,225,60,78.94736842105263,Laptop,4,0.594065617847666,Non-Working Hours
EMP010,2024-11-25 15:18:07.099911,169,105,64,62.1301775147929,"Tablet, Mobile",4,0.7724716033415221,Core Working Hours
EMP002,2024-11-18 03:35:07.099911,130,113,17,86.92307692307692,Laptop,1,0.9993725819018792,Non-Working Hours
EMP002,2024-11-05 08:15:07.099911,41,38,3,92.6829268292683,Tablet,1,0.8065983964171289,Flexible Working Hours
EMP004,2024-11-08 11:36:07.099911,442,427,15,96.60633484162896,Desktop,6,0.8008032691384145,Core Working Hours
EMP011,2024-11-23 14:42:07.099911,95,75,20,78.94736842105263,"Mobile, Tablet",5,0.7221697455551271,Core Working Hours
EMP002,2024-11-22 13:05:07.099911,231,153,78,66.23376623376623,Laptop,1,0.7828064155811483,Core Working Hours
EMP003,2024-11-19 08:55:07.099911,133,101,32,75.93984962406014,Tablet,1,0.5891665677481999,Flexible Working Hours
EMP015,2024-11-10 17:56:07.099911,356,335,21,94.10112359550564,"Tablet, Laptop",19,0.8469767536752162,Flexible Working Hours
EMP008,2024-11-24 05:02:07.099911,249,193,56,77.51004016064257,Mobile,7,0.8207973341780685,Non-Working Hours
EMP016,2024-11-14 12:14:07.099911,291,190,101,65.29209621993127,Tablet,13,0.634621619939854,Non-Working Hours
EMP004,2024-11-05 20:47:07.099911,104,76,28,73.07692307692307,"Mobile, Laptop",4,0.6026958616046518,Non-Working Hours
EMP014,2024-11-11 13:49:07.099911,224,215,9,95.98214285714286,"Mobile, Laptop",11,0.8942765455808137,Core Working Hours
EMP002,2024-11-13 18:01:07.099911,52,39,13,75.0,"Mobile, Laptop",6,0.7205923515747412,Flexible Working Hours
EMP003,2024-11-23 17:06:07.099911,110,100,10,90.9090909090909,Mobile,13,0.8731727783985066,Flexible Working Hours
EMP018,2024-11-14 19:17:07.099911,88,79,9,89.77272727272727,Tablet,8,0.8359698436682624,Flexible Working Hours
EMP013,2024-11-02 03:57:07.099911,366,219,147,59.83606557377049,Desktop,11,0.6748429585097634,Non-Working Hours
EMP020,2024-11-25 06:29:07.099911,300,291,9,97.0,Tablet,2,0.5669771865469504,Flexible Working Hours
EMP010,2024-11-10 07:11:07.099911,396,302,94,76.26262626262627,"Desktop, Mobile",7,0.9175825693000592,Flexible Working Hours
EMP015,2024-11-27 13:05:07.099911,399,362,37,90.72681704260653,Mobile,18,0.5550689800693024,Core Working Hours
EMP010,2024-11-18 21:59:07.099911,460,360,100,78.26086956521739,Tablet,17,0.6653224063776637,Non-Working Hours
EMP007,2024-11-05 19:38:07.099911,212,186,26,87.73584905660378,Tablet,11,0.9416198599620712,Flexible Working Hours
EMP009,2024-11-19 10:50:07.099911,362,339,23,93.646408839779,Tablet,16,0.8345440774366311,Core Working Hours
EMP007,2024-11-11 18:44:07.099911,123,102,21,82.92682926829268,"Tablet, Laptop",2,0.7693790321327882,Flexible Working Hours
EMP020,2024-11-28 10:17:07.099911,354,243,111,68.64406779661016,"Laptop, Tablet",4,0.959107448604542,Core Working Hours
EMP014,2024-11-05 12:14:07.099911,365,356,9,97.53424657534246,"Laptop, Tablet",17,0.9746626259124636,Non-Working Hours
EMP009,2024-11-15 21:53:07.099911,420,410,10,97.61904761904762,Desktop,9,0.7020643311590218,Non-Working Hours
EMP015,2024-11-23 04:11:07.099911,184,129,55,70.1086956521739,"Laptop, Desktop",1,0.9580666337293462,Non-Working Hours
EMP001,2024-11-04 18:50:07.099911,274,243,31,88.6861313868613,"Mobile, Laptop",16,0.7327026642683101,Flexible Working Hours
EMP007,2024-11-08 03:02:07.099911,300,233,67,77.66666666666666,"Tablet, Laptop",18,0.6109407142774957,Non-Working Hours
EMP017,2024-11-06 11:04:07.099911,301,197,104,65.4485049833887,Tablet,10,0.6689620029886887,Core Working Hours
EMP017,2024-11-14 09:21:07.099911,56,50,6,89.28571428571429,"Mobile, Desktop",10,0.5073601579973932,Core Working Hours
EMP013,2024-11-08 22:59:07.099911,328,322,6,98.17073170731707,Desktop,4,0.6022729852923057,Non-Working Hours
EMP020,2024-11-14 16:06:07.099911,183,136,47,74.31693989071039,"Desktop, Tablet",16,0.5431726208550043,Core Working Hours
EMP006,2024-11-11 05:05:07.099911,69,54,15,78.26086956521739,Tablet,15,0.6134878448888796,Non-Working Hours
EMP019,2024-11-06 00:13:07.099911,398,388,10,97.48743718592964,Mobile,5,0.7898296552271968,Non-Working Hours
EMP001,2024-11-09 03:07:07.099911,363,252,111,69.42148760330579,"Tablet, Mobile",9,0.915055592081384,Non-Working Hours
EMP007,2024-11-27 02:34:07.099911,107,80,27,74.76635514018692,Laptop,19,0.7603367789481088,Non-Working Hours
EMP007,2024-11-10 13:52:07.099911,98,62,36,63.26530612244898,"Desktop, Tablet",11,0.7060846688432989,Core Working Hours
EMP012,2024-11-20 02:07:07.099911,160,125,35,78.125,"Laptop, Mobile",5,0.5103252519739949,Non-Working Hours
EMP002,2024-11-26 19:41:07.099911,455,414,41,90.989010989011,Mobile,6,0.5771892168363908,Flexible Working Hours
EMP008,2024-11-22 01:12:07.099911,216,183,33,84.72222222222221,"Tablet, Mobile",1,0.8125328166526922,Non-Working Hours
EMP010,2024-11-05 23:03:07.099911,17,13,4,76.47058823529412,Laptop,10,0.7092580460849609,Non-Working Hours
EMP011,2024-11-12 20:42:07.099911,266,217,49,81.57894736842105,"Mobile, Tablet",17,0.9873544239123891,Non-Working Hours
EMP009,2024-11-29 10:53:07.099911,353,296,57,83.85269121813032,Mobile,6,0.9042451619075766,Core Working Hours
EMP005,2024-11-08 11:18:07.099911,176,170,6,96.5909090909091,"Mobile, Laptop",4,0.7374012213758273,Core Working Hours
EMP001,2024-11-28 13:40:07.099911,346,255,91,73.69942196531792,Mobile,9,0.6396069293451898,Core Working Hours
EMP001,2024-11-10 19:00:07.099911,65,58,7,89.23076923076924,"Laptop, Tablet",10,0.591842650608529,Flexible Working Hours
EMP007,2024-11-28 11:05:07.099911,21,12,9,57.14285714285714,"Desktop, Mobile",3,0.8545677828123706,Core Working Hours
EMP015,2024-11-27 17:41:07.099911,366,315,51,86.0655737704918,Desktop,15,0.8341552658655403,Flexible Working Hours
EMP006,2024-11-22 02:05:07.099911,268,180,88,67.16417910447761,"Laptop, Tablet",8,0.6614453410215928,Non-Working Hours
EMP018,2024-11-01 10:05:07.099911,321,245,76,76.32398753894081,Mobile,3,0.5549893621487184,Core Working Hours
EMP009,2024-11-12 02:32:07.099911,219,156,63,71.23287671232876,Tablet,13,0.7874264270137252,Non-Working Hours
EMP009,2024-10-31 20:50:07.099911,276,181,95,65.57971014492753,"Laptop, Tablet",7,0.6376297324475833,Non-Working Hours
EMP006,2024-11-22 01:42:07.099911,197,180,17,91.37055837563452,"Laptop, Desktop",17,0.520176653463776,Non-Working Hours
EMP017,2024-11-12 05:42:07.099911,194,149,45,76.80412371134021,"Tablet, Laptop",10,0.5881404007128639,Non-Working Hours
EMP018,2024-11-07 04:56:07.099911,297,218,79,73.4006734006734,"Mobile, Tablet",3,0.5089411964861903,Non-Working Hours
EMP015,2024-11-21 11:20:07.099911,75,49,26,65.33333333333333,Desktop,2,0.6749281850141535,Core Working Hours
EMP018,2024-11-04 01:23:07.099911,112,83,29,74.10714285714286,"Tablet, Laptop",10,0.903462958440394,Non-Working Hours
EMP014,2024-11-04 10:38:07.099911,272,191,81,70.22058823529412,"Desktop, Mobile",12,0.6505260688281486,Core Working Hours
EMP002,2024-10-31 20:42:07.099911,216,131,85,60.64814814814815,Desktop,15,0.7818753201684919,Non-Working Hours
EMP003,2024-11-03 01:50:07.099911,343,325,18,94.75218658892128,"Tablet, Mobile",8,0.918082756647443,Non-Working Hours
EMP003,2024-11-02 09:22:07.099911,454,425,29,93.6123348017621,Tablet,8,0.85757935408066,Core Working Hours
EMP017,2024-10-31 20:44:07.099911,229,183,46,79.91266375545851,Desktop,19,0.6370917584427865,Non-Working Hours
EMP019,2024-11-08 20:35:07.099911,116,91,25,78.44827586206897,Laptop,3,0.7670414516594086,Non-Working Hours
EMP001,2024-11-16 06:05:07.099911,114,78,36,68.42105263157895,"Laptop, Tablet",12,0.8619152045219638,Flexible Working Hours
EMP020,2024-11-29 11:50:07.099911,82,77,5,93.90243902439023,Laptop,13,0.7008179906029393,Core Working Hours
EMP001,2024-11-13 21:50:07.099911,275,206,69,74.90909090909092,Desktop,13,0.6066893029225988,Non-Working Hours
EMP009,2024-11-26 12:50:07.099911,46,44,2,95.65217391304348,"Tablet, Mobile",5,0.5486044390455174,Non-Working Hours
EMP016,2024-11-08 20:57:07.099911,40,28,12,70.0,"Laptop, Desktop",18,0.7498436466891082,Non-Working Hours
EMP019,2024-11-10 18:10:07.099911,439,425,14,96.81093394077448,Laptop,6,0.846373538406697,Flexible Working Hours
EMP017,2024-11-11 19:01:07.099911,228,150,78,65.78947368421053,"Tablet, Desktop",8,0.5458191423994653,Flexible Working Hours
EMP006,2024-11-21 23:31:07.099911,169,145,24,85.79881656804734,"Tablet, Laptop",4,0.8631877344463106,Non-Working Hours
EMP001,2024-11-18 08:54:07.099911,352,336,16,95.45454545454544,Mobile,7,0.9574659776237514,Flexible Working Hours
EMP002,2024-11-17 03:15:07.099911,175,107,68,61.142857142857146,"Mobile, Laptop",11,0.935632046692182,Non-Working Hours
EMP013,2024-11-06 05:11:07.099911,292,268,24,91.78082191780824,"Desktop, Tablet",5,0.9590918853746828,Non-Working Hours
EMP002,2024-11-04 15:38:07.099911,403,308,95,76.42679900744417,"Desktop, Tablet",14,0.6958655308734758,Core Working Hours
EMP004,2024-11-20 20:59:07.099911,186,183,3,98.38709677419357,Mobile,19,0.5889929739656707,Non-Working Hours
EMP020,2024-11-28 20:05:07.099911,194,182,12,93.81443298969072,"Tablet, Laptop",6,0.9477139841582024,Non-Working Hours
EMP020,2024-11-27 14:36:07.099911,412,288,124,69.90291262135922,Mobile,19,0.8438544059580239,Core Working Hours
EMP007,2024-11-10 12:26:07.099911,92,84,8,91.30434782608695,Mobile,17,0.6135599046893403,Non-Working Hours
EMP009,2024-11-14 17:49:07.099911,470,449,21,95.531914893617,Mobile,17,0.9370148003676888,Flexible Working Hours
EMP016,2024-11-26 19:33:07.099911,172,146,26,84.88372093023256,Mobile,8,0.8999028897372632,Flexible Working Hours
EMP018,2024-11-23 00:35:07.099911,476,301,175,63.23529411764706,"Desktop, Laptop",15,0.7211062219001574,Non-Working Hours
EMP016,2024-11-30 04:23:07.099911,208,125,83,60.09615384615385,Laptop,13,0.961498390101888,Non-Working Hours
EMP010,2024-11-21 09:48:07.099911,245,237,8,96.73469387755102,"Desktop, Mobile",9,0.8448360712060081,Core Working Hours
EMP007,2024-11-10 19:01:07.099911,311,276,35,88.7459807073955,"Tablet, Desktop",17,0.7181107215092823,Flexible Working Hours
EMP015,2024-11-28 20:56:07.099911,233,189,44,81.11587982832617,"Laptop, Tablet",8,0.8137263865376868,Non-Working Hours
EMP019,2024-11-14 07:08:07.099911,357,338,19,94.67787114845936,"Laptop, Desktop",6,0.8102920301127203,Flexible Working Hours
EMP005,2024-11-23 22:34:07.099911,394,342,52,86.80203045685279,"Desktop, Laptop",16,0.9368330348115624,Non-Working Hours
EMP017,2024-11-08 04:05:07.099911,376,315,61,83.77659574468085,"Tablet, Desktop",2,0.7662450631674393,Non-Working Hours
EMP017,2024-11-25 08:10:07.099911,448,334,114,74.55357142857143,"Desktop, Laptop",2,0.750597984249178,Flexible Working Hours
EMP016,2024-11-16 20:12:07.099911,133,96,37,72.18045112781954,Desktop,19,0.5416363366155551,Non-Working Hours
EMP006,2024-11-19 18:22:07.099911,438,406,32,92.69406392694064,Desktop,4,0.5451629849379351,Flexible Working Hours
EMP014,2024-11-13 05:06:07.099911,344,293,51,85.17441860465115,"Tablet, Desktop",16,0.8775605544404776,Non-Working Hours
EMP001,2024-11-14 13:36:07.099911,33,22,11,66.66666666666666,"Mobile, Tablet",9,0.6085406366923977,Core Working Hours
EMP008,2024-11-05 22:43:07.099911,342,265,77,77.48538011695906,Tablet,2,0.7163620922710974,Non-Working Hours
EMP018,2024-11-29 18:08:07.099911,70,61,9,87.14285714285714,Laptop,11,0.6393826303488622,Flexible Working Hours
EMP020,2024-11-01 08:24:07.099911,339,287,52,84.66076696165192,"Tablet, Mobile",7,0.5433890145999576,Flexible Working Hours
